DONATION_ID,DISBURSEMENT_ID,DISBURSEMENT_BATCH_ID,FOUNDATION_ID,FOUNDATION_NAME,PARTNER_ID,PARTNER_NAME,SUBSIDIARY_ID,SUBSIDIARY_NAME,ORGANISATION_ID,ORGANISATION_NAME,ORGANISATION_COUNTRY,FUNDRAISER_ID,MATCHED_FROM_DONATION_ID,PROVIDER,PAYMENT_INTENT_EXTERNAL_ID,SUBSCRIPTION_ID,EXTERNAL_PAYMENT_URL,CREATED_AT,CANCELLED_AT,SETTLED_AT,PAYMENT_INITIATED_AT,PAID_AT,DONATION_TYPE,DONATION_STATUS,COMPLIANCE_STATUS,PAYMENT_METHOD,REASSIGNED_REASON,DONATION_REQUEST_SENT_AT,DONATION_REQUEST_REFERENCE,ACCOUNT_ID,DONATION_CURRENCY,DONATION_AMOUNT,DONATION_AMOUNT_USD,SETTLED_CURRENCY,SETTLED_AMOUNT,SETTLED_AMOUNT_USD,DONATION_REQUEST_CURRENCY,DONATION_REQUEST_AMOUNT,DONATION_FEE_CURRENCY,DONATION_FEE_AMOUNT,DONATION_FEE_AMOUNT_USD,ACTUAL_ORGANISATION_CURRENCY,ATTRIBUTED_ORGANISATION_AMOUNT,ATTRIBUTED_ORGANISATION_AMOUNT_USD,SUBSIDIARY_FEE_CURRENCY,SUBSIDIARY_FEE_AMOUNT
donation_000000D2SgXspZNVUzCetm4xNE29h,disbursement_000000D4sjf5686dg22lRl9LJLR7w,disbursementbatch_000000D4sjeyEfxoiqsbxfK2ZN8Xg,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704ChZ4hNQgMSCZdVqoHtf,Organisation_Name_16,Australia,,,,,,,2025-03-01 22:31:03.643 Z,,2025-04-29 11:44:07.753 Z,2025-05-17 16:23:06.035 Z,2025-05-17 16:23:06.035 Z,direct,paid,pass,bank_transfer,,2025-04-16 09:03:35.226 Z,INGAus-20250415-k9,,AUD,0.41,0.2544876401,AUD,0.41,0.2622421835,AUD,0.41,,,,AUD,0.41,0.2627143841,,
donation_000000D2ImQrFOTmVOQolhBO7iHYn,disbursement_000000D8ZnLVEkgszW7qqF00fT5FZ,disbursementbatch_000000D8ZnLVEkgszW7qqF00fT5FY,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704BawXH9ssivLdMUR5I0J,Organisation_Name_126,Australia,,,,,,,2025-02-25 22:57:33.151 Z,,2025-04-29 11:44:07.753 Z,2025-08-13 05:59:31.605 Z,2025-08-13 05:59:31.605 Z,direct,paid,pass,bank_transfer,,2025-04-16 09:03:35.226 Z,INGAus-20250415-k9,,AUD,0.93,0.5900003446,AUD,0.93,0.594842026,AUD,0.93,,,,AUD,0.93,0.6031401421,,
donation_000000D3nZVO0fZJiTH64BA3q000X,disbursement_000000D8ZnLVEkgszW7qqF00fT5FZ,disbursementbatch_000000D8ZnLVEkgszW7qqF00fT5FY,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704BawXH9ssivLdMUR5I0J,Organisation_Name_126,Australia,,,,,,,2025-04-04 06:09:32.196 Z,,2025-04-29 11:44:07.753 Z,2025-08-13 05:59:31.605 Z,2025-08-13 05:59:31.605 Z,direct,paid,pass,bank_transfer,,2025-04-16 09:03:35.226 Z,INGAus-20250415-k9,,AUD,0.95,0.6041757398,AUD,0.95,0.6076343276,AUD,0.95,,,,AUD,0.95,0.6161108978,,
donation_000000D7Kp1Egl7oCIYy8mWW422by,disbursement_000000D8ZnLVEkgszW7qqF00fT5Fl,disbursementbatch_000000D8ZnLVEkgszW7qqF00fT5FY,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCJquUDDZndklzhAEXnE,Subsidiary_Name_8,organisation_000000C704ChZ4hNQgMSCZdVqoHtf,Organisation_Name_16,Australia,,,,,,,2025-06-12 00:35:19.863 Z,,2025-07-25 07:34:48.930 Z,2025-08-13 06:02:39.218 Z,2025-08-13 06:02:39.218 Z,direct,paid,pass,bank_transfer,,2025-07-01 09:22:13.562 Z,Atlass-20250630-fx,,AUD,6.1,3.969492686,AUD,6.1,4.03652671,AUD,6.1,,,,AUD,6.1,3.956080502,AUD,
donation_000000D5Qyc3ckhvNy3Kry1y35gy9,disbursement_000000D8ZnLVEkgszW7qqF00fT5FZ,disbursementbatch_000000D8ZnLVEkgszW7qqF00fT5FY,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704BawXH9ssivLdMUR5I0J,Organisation_Name_126,Australia,,,,,,,2025-05-15 00:27:23.104 Z,,2025-06-20 13:06:14.630 Z,2025-08-13 05:59:31.605 Z,2025-08-13 05:59:31.605 Z,direct,paid,pass,bank_transfer,,2025-06-16 12:19:48.626 Z,INGAus-20250615-ma,,AUD,0.05,0.03235323957,AUD,0.05,0.03244687835,AUD,0.05,,,,AUD,0.05,0.03242688936,,
donation_000000Ck6P8if6jWl5fZhteiim9uC,disbursement_000000CmK4MaI48Nn0itbJfoevIqx,disbursementbatch_000000CmK4MaI48Nn0itbJfoevIpc,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704bUgkZTF12ivczDwfQqz,Organisation_Name_118,Australia,,,,,,,2023-11-30 09:01:52.880 Z,,2024-01-18 12:00:00.000 Z,2024-01-31 17:12:36.552 Z,2024-01-31 17:12:36.552 Z,direct,paid,pass,bank_transfer,,2024-01-17 11:30:38.392 Z,INGAus-20231214-c9,,AUD,0.05,0.03251355473,AUD,0.05,0.03251355473,AUD,0.05,,,,AUD,0.05,0.03251355473,,
donation_000000CjG6btho9Zw1NqUbhqIsPlA,disbursement_000000CmK4MaI48Nn0itbJfoevIql,disbursementbatch_000000CmK4MaI48Nn0itbJfoevIpc,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704XjNJjWmtTWQQqwjbEz8,Organisation_Name_73,Australia,,,,,,,2023-11-09 08:28:53.388 Z,,2024-01-18 12:00:00.000 Z,2024-01-31 17:11:44.382 Z,2024-01-31 17:11:44.382 Z,direct,paid,pass,bank_transfer,,2024-01-17 11:30:38.392 Z,INGAus-20231214-c9,,AUD,4,2.601084378,AUD,4,2.601084378,AUD,4,,,,AUD,4,2.601084378,,
donation_000000CzHucvVKW9V3HAc4nAJxiGO,disbursement_000000D3gLhyOkXsjexiY9sVywFWA,disbursementbatch_000000D3gLhdoO7Ps7TG5sObl1Ll2,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704RyXiKn9WxZBXpEB1eZx,Organisation_Name_83,Australia,,,,,,,2024-12-12 20:09:52.991 Z,,2025-03-25 08:53:40.623 Z,2025-04-30 11:48:05.662 Z,2025-04-30 11:48:05.662 Z,direct,paid,pass,bank_transfer,,2025-03-21 10:40:49.437 Z,INGAus-20250214-b6,,AUD,0.73,0.467454241,AUD,0.73,0.4594112779,AUD,0.73,,,,AUD,0.73,0.4673644299,,
donation_000000D7Kp1Egl7oCIYy8mWW422YE,disbursement_000000D8ZnLc6CphwhI0KKpJPRNqm,disbursementbatch_000000D8ZnLVEkgszW7qqF00fT5FY,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCJquUDDZndklzhAEXnE,Subsidiary_Name_8,organisation_000000CMBgQ3o2yoJ62kedRw5SM9A,Organisation_Name_123,Australia,,,,,,,2025-06-07 09:40:04.425 Z,,2025-07-25 07:34:48.930 Z,2025-08-13 05:39:26.195 Z,2025-08-13 05:39:26.195 Z,direct,paid,pass,bank_transfer,,2025-07-01 09:22:13.562 Z,Atlass-20250630-fx,,AUD,3.2,2.077678852,AUD,3.2,2.117522208,AUD,3.2,,,,AUD,3.2,2.075320919,AUD,
donation_000000D7Kp1Egl7oCIYy8mWW422h4,disbursement_000000D8ZnLVEkgszW7qqF00fT5G1,disbursementbatch_000000D8ZnLVEkgszW7qqF00fT5FY,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCJquUDDZndklzhAEXnE,Subsidiary_Name_8,organisation_000000C704FgqKXZCXmaJ6yfs4Nfr,Organisation_Name_137,Australia,,,,,,,2025-06-21 08:22:13.309 Z,,2025-07-25 07:34:48.930 Z,2025-08-13 05:56:24.496 Z,2025-08-13 05:56:24.496 Z,direct,paid,pass,bank_transfer,,2025-07-01 09:22:13.562 Z,Atlass-20250630-fx,,AUD,14.8,9.60427599,AUD,14.8,9.793540213,AUD,14.8,,,,AUD,14.8,9.598359251,AUD,
donation_000000CsYscSEyxwQuxeJkAyrsF0a,disbursement_000000CvwOkSu8TOIfrTlxSGuL8u6,disbursementbatch_000000CvwOkM2gKZLUhKHrcyAMqJc,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704EnwhOzZ6TMQMMFwHyxV,Organisation_Name_124,Australia,,,,,,,2024-06-28 04:52:22.479 Z,,2024-08-21 11:00:00.000 Z,2024-10-07 16:20:47.168 Z,2024-10-07 16:20:47.168 Z,direct,paid,pass,bank_transfer,,2024-08-19 10:40:05.739 Z,INGAus-20240815-d4,,AUD,0.15,0.09978378581,AUD,0.15,0.1010352634,AUD,0.15,,,,AUD,0.15,0.1019076968,,
donation_000000ChMzCPNN9Mx82hN67smFg3M,disbursement_000000CzH5vHbXhFEzjGXvyXpY3Ee,disbursementbatch_000000CzH5vAk5YQHoZ73q9F5Zke0,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704DoBc7ayTzz3VuXGXHim,Organisation_Name_95,Australia,,,,,,,2023-09-23 06:34:43.202 Z,,2024-11-01 12:00:00.000 Z,2024-12-23 11:27:42.038 Z,2024-12-23 11:27:42.038 Z,direct,paid,pass,bank_transfer,,2024-01-17 11:29:37.328 Z,INGAus-20231016-00,,AUD,0.5,0.3251355473,AUD,0.5,0.3286143848,AUD,0.5,,,,AUD,0.5,0.3125018982,,
donation_000000Cv65yhXXo572boQjzdJcZyC,disbursement_000000CyM1fDF46fA8SDAOIq4J8t4,disbursementbatch_000000CyM1ezW9p1Fm7uCCeEaMXi4,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704Nsdv4NprtuE4D2k2YvH,Organisation_Name_138,Australia,,,,,,,2024-08-30 09:35:54.895 Z,,2024-10-30 12:00:00.000 Z,2024-12-06 13:39:34.784 Z,2024-12-06 13:39:34.784 Z,direct,paid,pass,bank_transfer,,2024-10-25 16:13:03.858 Z,INGAus-20241015-d4,,AUD,0.9,0.613643225,AUD,0.9,0.5906557075,AUD,0.9,,,,AUD,0.9,0.5774930782,,
donation_000000Cw59kYMyxu1AIdvFdU9GydE,disbursement_000000CyM1fDF46fA8SDAOIq4J8su,disbursementbatch_000000CyM1ezW9p1Fm7uCCeEaMXi4,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704MRR1DhQWluuqS76OfMr,Organisation_Name_17,Australia,,,,,,,2024-09-23 22:40:43.202 Z,,2024-10-30 12:00:00.000 Z,2024-12-06 13:39:45.621 Z,2024-12-06 13:39:45.621 Z,direct,paid,pass,bank_transfer,,2024-10-25 16:13:03.858 Z,INGAus-20241015-d4,,AUD,0.5,0.3416863914,AUD,0.5,0.3281420597,AUD,0.5,,,,AUD,0.5,0.3208294879,,
donation_000000CjWrV7LvLJGbnuReTLmdNHU,disbursement_000000CmK4MaI48Nn0itbJfoevIq3,disbursementbatch_000000CmK4MaI48Nn0itbJfoevIpc,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704ISOg6742sPRSfEPNsGm,Organisation_Name_125,Australia,,,,,,,2023-11-16 02:08:12.192 Z,,2024-01-18 12:00:00.000 Z,2024-01-31 17:07:27.326 Z,2024-01-31 17:07:27.326 Z,direct,paid,pass,bank_transfer,,2024-01-17 11:30:38.392 Z,INGAus-20231214-c9,,AUD,0.1,0.06502710946,AUD,0.1,0.06502710946,AUD,0.1,,,,AUD,0.1,0.06502710946,,
donation_000000CqEkQJRo1Ypj7p1UgMOy6AS,disbursement_000000Ctc9fXbiMmPWaJ51IbeSKmu,disbursementbatch_000000Ctc9fQkGDxSLQ9avTIuU2C0,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704MRR1DhQWluuqS76OfMr,Organisation_Name_17,Australia,,,,,,,2024-05-01 06:22:02.400 Z,,2024-06-27 11:00:00.000 Z,2024-08-06 14:33:40.386 Z,2024-08-06 14:33:40.386 Z,direct,paid,pass,bank_transfer,,2024-06-26 08:07:40.618 Z,INGAus-20240615-b0,,AUD,0.84,0.5485247873,AUD,0.84,0.5592579503,AUD,0.84,,,,AUD,0.84,0.5441505975,,
donation_000000D3OH2pneO2AtGVAqRNsSH1V,disbursement_000000D4sjf5686dg22lRl9LJLR8W,disbursementbatch_000000D4sjeyEfxoiqsbxfK2ZN8Xg,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704MRR1DhQWluuqS76OfMr,Organisation_Name_17,Australia,,,,,,,2025-03-25 02:06:02.849 Z,,2025-04-29 11:44:07.753 Z,2025-05-17 16:28:40.196 Z,2025-05-17 16:28:40.196 Z,direct,paid,pass,bank_transfer,,2025-04-16 09:03:35.226 Z,INGAus-20250415-k9,,AUD,0.76,0.4782911935,AUD,0.76,0.4861074621,AUD,0.76,,,,AUD,0.76,0.4869827607,,
donation_000000ChYn8Cf6fgPNn4yWyai6bM8,disbursement_000000CzH5vVKRyt9M3ZW7d9JUePG,disbursementbatch_000000CzH5vAk5YQHoZ73q9F5Zke0,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704Vczh1ueTMcCe8Ce7Xv6,Organisation_Name_25,Australia,,,,,,,2023-09-28 00:28:12.967 Z,,2024-11-01 12:00:00.000 Z,2024-12-23 11:51:25.010 Z,2024-12-23 11:51:25.010 Z,direct,paid,pass,bank_transfer,,2024-01-17 11:29:37.328 Z,INGAus-20231016-00,,AUD,0.1,0.06502710946,AUD,0.1,0.06572287697,AUD,0.1,,,,AUD,0.1,0.06250037964,,
donation_000000Cl15fqvKgHpcVrYnNzjENJA,disbursement_000000CooFpXYyzIf8neVLOHcPehH,disbursementbatch_000000CooFpXYyzIf8neVLOHcPeh0,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704EnwhOzZ6TMQMMFwHyxV,Organisation_Name_124,Australia,,,,,,,2023-12-23 03:54:21.923 Z,,2024-03-23 12:00:00.000 Z,2024-04-09 16:39:52.693 Z,2024-04-09 16:39:52.693 Z,direct,paid,pass,bank_transfer,,2024-03-21 10:31:36.496 Z,INGAus-20240215-72,,AUD,0.2,0.1300542189,AUD,0.2,0.1302261145,AUD,0.2,,,,AUD,0.2,0.1324231237,,
donation_000000CqdzFIagJ6VURPbkwNhj9ay,disbursement_000000Ctc9fXbiMmPWaJ51IbeSKmK,disbursementbatch_000000Ctc9fQkGDxSLQ9avTIuU2C0,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704EnwhOzZ6TMQMMFwHyxV,Organisation_Name_124,Australia,,,,,,,2024-05-11 09:51:34.404 Z,,2024-06-27 11:00:00.000 Z,2024-08-06 14:26:28.297 Z,2024-08-06 14:26:28.297 Z,direct,paid,pass,bank_transfer,,2024-06-26 08:07:40.618 Z,INGAus-20240615-b0,,AUD,0.32,0.2113927196,AUD,0.32,0.2130506477,AUD,0.32,,,,AUD,0.32,0.2072954657,,
donation_000000Cbas2YTzlbjGW0AgJaVctPM,disbursement_000000CdbQeYNluBWKRTVw8SDz12R,disbursementbatch_000000CdbQeYNluBWKRTVw8SDz12O,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704EnwhOzZ6TMQMMFwHyxV,Organisation_Name_124,Australia,,,,,,,2023-05-02 07:41:02.467 Z,,2023-05-30 11:00:00.000 Z,2023-06-27 09:35:19.118 Z,2023-06-27 09:35:19.118 Z,direct,paid,pass,bank_transfer,,2023-05-24 10:43:59.693 Z,INGAus-20230514-ca,,AUD,0.95,0.6177575399,AUD,0.95,0.6177575399,AUD,0.95,,,,AUD,0.95,0.6177575399,,
donation_000000Cwc73sE1ZcLWmq0PULhgpQe,disbursement_000000CyM1fK6WFU7JcMeU88oHRTE,disbursementbatch_000000CyM1ezW9p1Fm7uCCeEaMXi4,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704Yj8P0vNVwtnHIfPLwHV,Organisation_Name_28,Australia,,,,,,,2024-10-07 04:37:32.652 Z,,2024-10-30 12:00:00.000 Z,2024-12-06 13:43:35.068 Z,2024-12-06 13:43:35.068 Z,direct,paid,pass,bank_transfer,,2024-10-25 16:13:03.858 Z,INGAus-20241015-d4,,AUD,0.7,0.4756888386,AUD,0.7,0.4593988836,AUD,0.7,,,,AUD,0.7,0.4491612831,,
donation_000000D7Kp17pIyzF7OoeghDK3jwS,disbursement_000000D8ZnLc6CphwhI0KKpJPRNpu,disbursementbatch_000000D8ZnLVEkgszW7qqF00fT5FY,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCJquUDDZndklzhAEXnE,Subsidiary_Name_8,organisation_000000C704TrCQklNakAR8tMmYkVJ,Organisation_Name_117,Australia,,,,,,,2025-06-04 11:56:49.365 Z,,2025-07-25 07:34:48.930 Z,2025-08-13 05:35:27.902 Z,2025-08-13 05:35:27.902 Z,direct,paid,pass,bank_transfer,,2025-07-01 09:22:13.562 Z,Atlass-20250630-fx,,AUD,58.3,37.64446986,AUD,58.3,38.57860773,AUD,58.3,,,,AUD,58.3,37.80975299,AUD,
donation_000000Cysoab3h3RcrrCD8EEG4RSi,disbursement_000000D07HPulqr1Ujl3Afw8fehXo,disbursementbatch_000000D07HPnuOiCXYatga6pvgOwq,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704KtMfEC40Tm7WrsimT9O,Organisation_Name_120,Australia,,,,,,,2024-12-02 18:02:21.983 Z,,2024-12-20 12:00:00.000 Z,2025-02-04 11:17:45.999 Z,2025-02-04 11:17:45.999 Z,direct,paid,pass,bank_transfer,,2024-12-18 10:27:00.254 Z,INGAus-20241211-xz,,AUD,4,2.596491694,AUD,4,2.499530958,AUD,4,,,,AUD,4,2.459313404,,
donation_000000CjbzNnI2BeegVjW5MEYeGm0,disbursement_000000CmK4MaI48Nn0itbJfoevIqL,disbursementbatch_000000CmK4MaI48Nn0itbJfoevIpc,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704Nsdv4NprtuE4D2k2YvH,Organisation_Name_138,Australia,,,,,,,2023-11-18 03:36:01.919 Z,,2024-01-18 12:00:00.000 Z,2024-01-31 17:09:23.035 Z,2024-01-31 17:09:23.035 Z,direct,paid,pass,bank_transfer,,2024-01-17 11:30:38.392 Z,INGAus-20231214-c9,,AUD,0.55,0.357649102,AUD,0.55,0.357649102,AUD,0.55,,,,AUD,0.55,0.357649102,,
donation_000000CeMFM0282Z1VRrUqPwt6ME4,disbursement_000000ChSkJHHoknXuSlurw100nxl,disbursementbatch_000000ChSkJHHoknXuSlurw100nxI,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704Nsdv4NprtuE4D2k2YvH,Organisation_Name_138,Australia,,,,,,,2023-07-10 05:01:21.855 Z,,2023-09-05 11:00:00.000 Z,2023-10-31 17:26:29.223 Z,2023-10-31 17:26:29.223 Z,direct,paid,pass,bank_transfer,,2023-08-29 08:57:47.576 Z,INGAus-20230814-64,,AUD,0.45,0.2926219926,AUD,0.45,0.2926219926,AUD,0.45,,,,AUD,0.45,0.2926219926,,
donation_000000D3TLaeLKZKkyHKilbcCKzC5,disbursement_000000D4sjf5686dg22lRl9LJLR8e,disbursementbatch_000000D4sjeyEfxoiqsbxfK2ZN8Xg,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704Nsdv4NprtuE4D2k2YvH,Organisation_Name_138,Australia,,,,,,,2025-03-27 03:02:42.320 Z,,2025-04-29 11:44:07.753 Z,2025-05-17 16:19:41.166 Z,2025-05-17 16:19:41.166 Z,direct,paid,pass,bank_transfer,,2025-04-16 09:03:35.226 Z,INGAus-20250415-k9,,AUD,0.55,0.3476853151,AUD,0.55,0.3517882949,AUD,0.55,,,,AUD,0.55,0.3524217347,,
donation_000000D7Kp1Egl7oCIYy8mWW422XM,disbursement_000000D8ZnLVEkgszW7qqF00fT5Gz,disbursementbatch_000000D8ZnLVEkgszW7qqF00fT5FY,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCJquUDDZndklzhAEXnE,Subsidiary_Name_8,organisation_000000C704OK5jdfeaYWARWFhvlIp,Organisation_Name_94,Australia,,,,,,,2025-06-06 05:17:32.041 Z,,2025-07-25 07:34:48.930 Z,2025-08-13 05:40:33.837 Z,2025-08-13 05:40:33.837 Z,direct,paid,pass,bank_transfer,,2025-07-01 09:22:13.562 Z,Atlass-20250630-fx,,AUD,44.52,28.98003126,AUD,44.52,29.46002772,AUD,44.52,,,,AUD,44.52,28.87290229,AUD,
donation_000000CytQZroqwLkYcpFGUnEVEAK,disbursement_000000D07HQ1dIzqRuvCellRPd07y,disbursementbatch_000000D07HPnuOiCXYatga6pvgOwq,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704Yj8P0vNVwtnHIfPLwHu,Organisation_Name_24,Australia,,,,,,,2024-12-02 23:57:01.821 Z,,2024-12-20 12:00:00.000 Z,2025-02-04 11:09:24.364 Z,2025-02-04 11:09:24.364 Z,direct,paid,pass,bank_transfer,,2024-12-18 10:27:00.254 Z,INGAus-20241211-xz,,AUD,0.75,0.4868421925,AUD,0.75,0.4686620547,AUD,0.75,,,,AUD,0.75,0.4611212632,,
donation_000000CeTdg5o2nTIksKMIhAHM5nk,disbursement_000000ChSkJO9GtcV5cvOxlJjz6Xc,disbursementbatch_000000ChSkJHHoknXuSlurw100nxI,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704TWc4KIW3FhyrPSYdqkW,Organisation_Name_1,Australia,,,,,,,2023-07-13 04:20:22.894 Z,,2023-09-05 11:00:00.000 Z,2023-10-31 17:26:59.986 Z,2023-10-31 17:26:59.986 Z,direct,paid,pass,bank_transfer,,2023-08-29 08:57:47.576 Z,INGAus-20230814-64,,AUD,0.66,0.4291789224,AUD,0.66,0.4291789224,AUD,0.66,,,,AUD,0.66,0.4291789224,,
donation_000000D0kRepadeMDtsLKv5iZt70j,disbursement_000000D3gLi5GCghgq7s2FhoiuY64,disbursementbatch_000000D3gLhdoO7Ps7TG5sObl1Ll2,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704XjNJjWmtTWQQqwjbEz8,Organisation_Name_73,Australia,,,,,,,2025-01-18 05:34:23.674 Z,,2025-03-25 08:53:40.623 Z,2025-04-30 11:52:08.511 Z,2025-04-30 11:52:08.511 Z,direct,paid,pass,bank_transfer,,2025-03-21 10:40:49.437 Z,INGAus-20250214-b6,,AUD,0.05,0.03100044101,AUD,0.05,0.03146652589,AUD,0.05,,,,AUD,0.05,0.03201126233,,
donation_000000D3VIBIywGDGiRR6uZUTBKoT,disbursement_000000D4sjf5686dg22lRl9LJLR8W,disbursementbatch_000000D4sjeyEfxoiqsbxfK2ZN8Xg,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704MRR1DhQWluuqS76OfMr,Organisation_Name_17,Australia,,,,,,,2025-03-27 21:48:34.347 Z,,2025-04-29 11:44:07.753 Z,2025-05-17 16:28:40.196 Z,2025-05-17 16:28:40.196 Z,direct,paid,pass,bank_transfer,,2025-04-16 09:03:35.226 Z,INGAus-20250415-k9,,AUD,0.5,0.3156684895,AUD,0.5,0.3198075409,AUD,0.5,,,,AUD,0.5,0.3203833952,,
donation_000000D2JTBX7AaQvR1EhCEluVjwP,disbursement_000000D4sjf5686dg22lRl9LJLR7w,disbursementbatch_000000D4sjeyEfxoiqsbxfK2ZN8Xg,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000C8vUMH3LNF53RvTcxlnYLFg,Partner_Name_4,,,organisation_000000C704ChZ4hNQgMSCZdVqoHtf,Organisation_Name_16,Australia,,,,,,,2025-02-26 05:36:42.083 Z,,2025-04-29 11:44:07.753 Z,2025-05-17 16:23:06.035 Z,2025-05-17 16:23:06.035 Z,direct,paid,pass,bank_transfer,,2025-04-16 09:03:35.226 Z,INGAus-20250415-k9,,AUD,0.1,0.06344089727,AUD,0.1,0.06396150817,AUD,0.1,,,,AUD,0.1,0.06407667904,,
